Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption (Comb) (L/100 km),CO2 Emissions (g/km)
Kia,Sportage AWD,SUV: Small,2.5,4,AS8,X,9.5,224
Kia,Sportage Hybrid AWD,SUV: Small,1.6,4,AM6,X,6.2,145
Kia,Stinger AWD,Mid-size,3.3,6,AS8,Z,11.9,280
Kia,Telluride AWD,SUV: Small,3.8,6,AS8,X,11.4,269
Lamborghini,Hurac�n EVO Coupe,Two-seater,5.2,10,AM7,Z,15.8,368
Lamborghini,Hurac�n EVO Coupe AWD,Two-seater,5.2,10,AM7,Z,15.9,370
Lamborghini,Hurac�n EVO Spyder,Two-seater,5.2,10,AM7,Z,15.8,368
Lamborghini,Hurac�n EVO Spyder AWD,Two-seater,5.2,10,AM7,Z,15.9,370
Lamborghini,Urus Performante,SUV: Standard,4,8,AS8,Z,14.8,345
Lamborghini,Urus S,SUV: Standard,4,8,AS8,Z,14.8,345
Land Rover,Defender 90 P300,SUV: Standard,2,4,AS8,Z,12.3,289
Land Rover,Defender 90 P400,SUV: Standard,3,6,AS8,Z,11.8,276
Land Rover,Defender 90 5.0L V8,SUV: Standard,5,8,AS8,Z,14.3,339
Land Rover,Defender 110 P300,SUV: Standard,2,4,AS8,Z,13,306
Land Rover,Defender 110 P400,SUV: Standard,3,6,AS8,Z,11.8,276
Land Rover,Defender 110 5.0L V8,SUV: Standard,5,8,AS8,Z,14.7,350
Land Rover,Discovery P300,SUV: Standard,2,4,AS8,Z,11.5,271
Land Rover,Discovery P360,SUV: Standard,3,6,AS8,Z,10.9,258
Land Rover,Discovery Sport P250,SUV: Small,2,4,AS9,Z,11.5,271
Land Rover,Range Rover P400,SUV: Standard,3,6,AS8,Z,11.3,265
Land Rover,Range Rover P400 LWB,SUV: Standard,3,6,AS8,Z,11.3,265
Land Rover,Range Rover P530,SUV: Standard,4.4,8,AS8,Z,13.3,316
Land Rover,Range Rover P530 LWB,SUV: Standard,4.4,8,AS8,Z,13.3,314
Land Rover,Range Rover Sport P360,SUV: Standard,3,6,AS8,Z,10.8,254
Land Rover,Range Rover Sport HST P400,SUV: Standard,3,6,AS8,Z,11.3,265
Land Rover,Range Rover Sport P530,SUV: Standard,4.4,8,AS8,Z,13.3,316
Land Rover,Range Rover Evoque P250,SUV: Small,2,4,AS9,Z,10.5,247
Land Rover,Range Rover Evoque P300,SUV: Small,2,4,AS9,Z,10.3,244
Land Rover,Range Rover Velar P250,SUV: Small,2,4,AS8,Z,10.4,244
Land Rover,Range Rover Velar P340,SUV: Small,3,6,AS8,Z,10.5,248
Land Rover,Range Rover Velar P400,SUV: Small,3,6,AS8,Z,11.2,265
Lexus,ES 250 AWD,Mid-size,2.5,4,AS8,X,8.4,195
Lexus,ES 300h,Mid-size,2.5,4,AV6,X,5.3,124
Lexus,ES 350,Mid-size,3.5,6,AS8,X,9.2,214
Lexus,ES 350 F SPORT,Mid-size,3.5,6,AS8,X,9.4,219
Lexus,GX 460,SUV: Standard,4.6,8,AS6,Z,14.5,337
Lexus,IS 300,Compact,2,4,AS8,Z,9.5,221
Lexus,IS 300 AWD,Compact,3.5,6,AS6,Z,10.8,253
Lexus,IS 350 AWD,Compact,3.5,6,AS6,Z,10.8,253
Lexus,IS 500,Compact,5,8,AS8,Z,11.9,280
Lexus,LC 500,Subcompact,5,8,AS10,Z,12.6,294
Lexus,LC 500 Convertible,Minicompact,5,8,AS10,Z,13,304
Lexus,LC 500h,Subcompact,3.5,6,AV10,Z,8.1,189
Lexus,LS 500 AWD,Mid-size,3.4,6,AS10,Z,11.2,270
Lexus,LS 500h AWD,Mid-size,3.5,6,AV10,Z,9.2,217
Lexus,LX 600,SUV: Standard,3.4,6,AS10,Z,12.7,298
Lexus,NX 250 AWD,SUV: Small,2.5,4,AS8,X,8.4,198
Lexus,NX 350 AWD,SUV: Small,2.4,4,AS8,Z,9.5,221
Lexus,NX 350 AWD F SPORT,SUV: Small,2.4,4,AS8,Z,9.5,222
Lexus,NX 350h AWD,SUV: Small,2.5,4,AV6,Z,6,139
Lexus,RC 300 AWD,Subcompact,3.5,6,AS6,Z,10.8,253
Lexus,RC 350 AWD,Subcompact,3.5,6,AS6,Z,10.8,253
Lexus,RC F,Subcompact,5,8,AS8,Z,12.2,285
Lexus,RX 350 AWD,SUV: Small,2.4,4,AS8,Z,9.9,231
Lexus,RX 350h AWD,SUV: Small,2.5,4,AV6,Z,6.5,151
Lexus,RX 500h AWD,SUV: Small,2.4,4,AS6,Z,8.6,199
Lexus,UX 250h AWD,Compact,2,4,AV6,X,6,140
Lincoln,Aviator AWD,SUV: Standard,3,6,AS10,X,11.9,280
Lincoln,Aviator AWD (Without Stop-Start),SUV: Standard,3,6,AS10,X,12.5,292
Lincoln,Corsair AWD,SUV: Small,2,4,AS8,X,9.9,232
Lincoln,Nautilus AWD,SUV: Small,2,4,A8,X,10.6,249
Lincoln,Nautilus AWD,SUV: Small,2,4,AS8,X,10.6,249
Lincoln,Nautilus AWD,SUV: Small,2.7,6,AS8,X,11.2,262
Lincoln,Navigator 4X4,SUV: Standard,3.5,6,AS10,X,13.2,310
Lincoln,Navigator 4X4 (Without Stop-Start),SUV: Standard,3.5,6,AS10,X,13.6,320
Maserati,Ghibli GT,Mid-size,3,6,A8,Z,11.6,271
Maserati,Ghibli Modena,Mid-size,3,6,A8,Z,11.6,271
Maserati,Ghibli Modena AWD,Mid-size,3,6,A8,Z,12,284
Maserati,Ghibli Trofeo,Mid-size,3.8,8,A8,Z,14.9,348
Maserati,Grecale GT,SUV: Small,2,4,A8,Z,9.4,218
Maserati,Grecale Modena,SUV: Small,2,4,A8,Z,9.4,218
Maserati,Grecale Trofeo,SUV: Small,3,6,A8,Z,11.6,268
Maserati,Levante GT,SUV: Standard,3,6,A8,Z,13.2,308
Maserati,Levante Modena,SUV: Standard,3,6,A8,Z,13.2,308
Maserati,Levante Modena V8,SUV: Standard,3.8,8,A8,Z,15,349
Maserati,Levante Trofeo,SUV: Standard,3.8,8,A8,Z,15,349
Maserati,MC20,Two-seater,3,6,AS8,Z,12.8,295
Maserati,MC20 Spyder,Two-seater,3,6,AS8,Z,12.8,299
Maserati,Quattroporte GT,Full-size,3,6,A8,Z,12.1,281
Maserati,Quattroporte Modena,Full-size,3,6,A8,Z,12.1,281
Maserati,Quattroporte Modena AWD,Full-size,3,6,A8,Z,12,284
Maserati,Quattroporte Trofeo,Full-size,3.8,8,A8,Z,14.9,348
Mazda,CX-30 4WD,SUV: Small,2,4,AS6,X,8.6,202
Mazda,CX-30 4WD,SUV: Small,2.5,4,AS6,X,8.2,192
Mazda,CX-30 Turbo 4WD,SUV: Small,2.5,4,AS6,X,9.3,220
Mazda,CX-5 4WD,SUV: Small,2.5,4,AS6,X,9,209
Mazda,CX-5 Turbo 4WD,SUV: Small,2.5,4,AS6,X,9.8,230
Mazda,CX-50 4WD,SUV: Small,2.5,4,AS6,X,8.9,209
Mazda,CX-50 Turbo 4WD,SUV: Small,2.5,4,AS6,X,9.4,220
Mazda,CX-9 4WD,SUV: Small,2.5,4,AS6,X,10.5,245
Mazda,Mazda3 4-Door,Compact,2,4,AS6,X,7.6,178
Mazda,Mazda3 4-Door (SIL),Compact,2,4,M6,X,7.7,180
Mazda,Mazda3 4-Door,Compact,2.5,4,AS6,X,7.6,179
Mazda,Mazda3 4-Door 4WD,Compact,2.5,4,AS6,X,7.9,185
Mazda,Mazda3 4-Door Turbo 4WD,Compact,2.5,4,AS6,X,8.8,207
Mazda,Mazda3 5-Door,Mid-size,2,4,AS6,X,7.7,181
Mazda,Mazda3 5-Door (SIL),Mid-size,2,4,M6,X,7.8,181
Mazda,Mazda3 5-Door,Mid-size,2.5,4,AS6,X,7.8,183
Mazda,Mazda3 5-Door (SIL),Mid-size,2.5,4,M6,X,7.8,184
Mazda,Mazda3 5-Door 4WD,Mid-size,2.5,4,AS6,X,8.1,190
Mazda,Mazda3 5-Door Turbo 4WD,Mid-size,2.5,4,AS6,X,8.9,209
Mazda,MX-5,Two-seater,2,4,AS6,Z,7.9,186
Mazda,MX-5 (SIL),Two-seater,2,4,M6,Z,8.1,189
Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Subcompact,3,6,A9,Z,11.4,268
Mercedes-Benz,AMG C 43 4MATIC Coupe,Subcompact,3,6,A9,Z,11,257
Mercedes-Benz,AMG C 43 4MATIC Sedan,Compact,2,4,A9,Z,10.7,251
Mercedes-Benz,AMG CLA 35 4MATIC Coupe,Compact,2,4,AM7,Z,9.9,232
Mercedes-Benz,AMG CLA 45 4MATIC Coupe,Compact,2,4,AM8,Z,10.3,241
Mercedes-Benz,AMG CLS 53 4MATIC+ Coupe,Compact,3,6,A9,Z,10.3,241
Mercedes-Benz,AMG E 53 4MATIC+ Sedan,Mid-size,3,6,A9,Z,9.7,227
Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Subcompact,3,6,A9,Z,10.3,242
Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Subcompact,3,6,A9,Z,10.2,238
Mercedes-Benz,AMG E 63 4MATIC+ All-Terrain Wagon,Station wagon: Mid-size,4,8,A9,Z,12.3,312
Mercedes-Benz,AMG E 63 S 4MATIC+ Sedan,Mid-size,4,8,A9,Z,12.6,296
Mercedes-Benz,AMG G 63 SUV,SUV: Standard,4,8,A9,Z,17.7,415
Mercedes-Benz,AMG G 63 4x4 Squared SUV,SUV: Standard,4,8,A9,Z,21.7,508
Mercedes-Benz,AMG GLA 35 4MATIC SUV,Station wagon: Small,2,4,AM8,Z,9.5,222
Mercedes-Benz,AMG GLA 45 4MATIC SUV,Station wagon: Small,2,4,AM8,Z,10.9,256
Mercedes-Benz,AMG GLB 35 4MATIC SUV,Station wagon: Mid-size,2,4,AM8,Z,10.2,238
Mercedes-Benz,AMG GLC 43 4MATIC Coupe,SUV: Small,3,6,A9,Z,11.8,274
Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,SUV: Standard,3,6,A9,Z,12.2,284
Mercedes-Benz,AMG GLE 53 4MATIC+ Coupe,SUV: Standard,3,6,A9,Z,11.9,277
Mercedes-Benz,AMG GLE 63 S 4MATIC+ SUV,SUV: Standard,4,8,A9,Z,14.7,343
Mercedes-Benz,AMG GLE 63 S 4MATIC+ Coupe,SUV: Standard,4,8,A9,Z,14.8,347
Mercedes-Benz,AMG GLS 63 4MATIC+ SUV,SUV: Standard,4,8,A9,Z,15.1,354
Mercedes-Benz,AMG GT 53 4MATIC+ Coupe,Compact,3,6,A9,Z,11.2,262
Mercedes-Benz,AMG GT 63 4MATIC+ Coupe,Compact,4,8,A9,Z,14,329
Mercedes-Benz,AMG GT 63 S 4MATIC+ Coupe,Compact,4,8,A9,Z,14,329
Mercedes-Benz,AMG SL 63 4MATIC+ Roadster,Minicompact,4,8,A9,Z,15.3,360
Mercedes-Benz,C 300 4MATIC Cabriolet,Subcompact,2,4,A9,Z,9.5,223
Mercedes-Benz,C 300 4MATIC Coupe,Subcompact,2,4,A9,Z,9.3,218
Mercedes-Benz,C 300 4MATIC Sedan,Compact,2,4,A9,Z,8.6,201
Mercedes-Benz,CLA 250 4MATIC Coupe,Compact,2,4,AM7,Z,8.6,200
Mercedes-Benz,CLS 450 4MATIC Coupe,Compact,3,6,A9,Z,9.7,229
Mercedes-Benz,E 350 4MATIC Sedan,Mid-size,2,4,A9,Z,9.7,228
Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3,6,A9,Z,9.9,233
Mercedes-Benz,E 450 4MATIC Coupe,Subcompact,3,6,A9,Z,9.6,225
Mercedes-Benz,E 450 4MATIC Sedan,Mid-size,3,6,A9,Z,9.3,219
Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,Station wagon: Mid-size,3,6,A9,Z,10,233
Mercedes-Benz,G 550 SUV,SUV: Standard,4,8,A9,Z,16.3,383
Mercedes-Benz,GLA 250 4MATIC SUV,SUV: Small,2,4,AM8,Z,9,210
Mercedes-Benz,GLB 250 4MATIC SUV,SUV: Small,2,4,AM8,Z,9.4,221
Mercedes-Benz,GLC 300 4MATIC SUV,SUV: Small,2,4,A9,Z,9.8,229
Mercedes-Benz,GLC 300 4MATIC Coupe,SUV: Small,2,4,A9,Z,10.9,253
Mercedes-Benz,GLE 350 4MATIC SUV,SUV: Standard,2,4,A9,Z,11,257
Mercedes-Benz,GLE 450 4MATIC SUV,SUV: Standard,3,6,A9,Z,10.5,245
Mercedes-Benz,GLE 450 4MATIC Coupe,SUV: Standard,3,6,A9,Z,10.5,247
Mercedes-Benz,GLS 450 4MATIC SUV,SUV: Standard,3,6,A9,Z,11.6,270
Mercedes-Benz,GLS 580 4MATIC SUV,SUV: Standard,4,8,A9,Z,13.2,310
Mercedes-Benz,GLS 600 4MATIC Maybach SUV,SUV: Standard,4,8,A9,Z,14.8,346
Mercedes-Benz,Maybach S 580 4MATIC Sedan,Full-size,4,8,A9,Z,13,305
Mercedes-Benz,Maybach S 680 4MATIC Sedan,Full-size,6,12,A9,Z,16.4,384
Mercedes-Benz,Metris Cargo Van,Special purpose vehicle,2,4,A9,Z,11.6,271
Mercedes-Benz,Metris Cargo Van LWB,Special purpose vehicle,2,4,A9,Z,11.6,271
Mercedes-Benz,Metris Passenger Van,Special purpose vehicle,2,4,A9,Z,12.3,285
Mercedes-Benz,S 500 4MATIC Sedan,Full-size,3,6,A9,Z,10.4,242
Mercedes-Benz,S 580 4MATIC Sedan,Full-size,4,8,A9,Z,12.2,285
MINI,Cooper 3 Door,Subcompact,1.5,3,AM7,Z,7.3,170
MINI,Cooper 3 Door,Subcompact,1.5,3,M6,Z,7.6,177
MINI,Cooper 5 Door,Subcompact,1.5,3,AM7,Z,7.3,170
MINI,Cooper 5 Door,Subcompact,1.5,3,M6,Z,7.6,177
MINI,Cooper Clubman ALL4,Mid-size,1.5,3,AS8,Z,8.5,199
MINI,Cooper Convertible,Minicompact,1.5,3,AM7,Z,7.3,170
MINI,Cooper Convertible,Minicompact,1.5,3,M6,Z,7.6,177
MINI,Cooper Countryman,Mid-size,1.5,3,AM7,Z,8.3,194
MINI,Cooper Countryman ALL4,Mid-size,1.5,3,AS8,Z,9,209
MINI,Cooper S 3 Door,Subcompact,2,4,AM7,Z,7.5,174
MINI,Cooper S 3 Door,Subcompact,2,4,M6,Z,8.8,205
MINI,Cooper S 5 Door,Subcompact,2,4,AM7,Z,7.5,174
MINI,Cooper S 5 Door,Subcompact,2,4,M6,Z,8.8,205
MINI,Cooper S Clubman,Mid-size,2,4,AM7,Z,8.2,191
MINI,Cooper S Clubman,Mid-size,2,4,M6,Z,9.3,217
MINI,Cooper S Clubman ALL4,Mid-size,2,4,AS8,Z,8.9,206
MINI,Cooper S Convertible,Minicompact,2,4,AM7,Z,7.8,182
MINI,Cooper S Convertible,Minicompact,2,4,M6,Z,8.8,205
MINI,Cooper S Countryman,Mid-size,2,4,AM7,Z,8.5,199
MINI,Cooper S Countryman ALL4,Mid-size,2,4,AS8,Z,9.1,212
MINI,John Cooper Works 3 Door,Subcompact,2,4,AS8,Z,8.2,191
MINI,John Cooper Works 3 Door,Subcompact,2,4,M6,Z,9.3,216
MINI,John Cooper Works Clubman ALL4,Mid-size,2,4,AS8,Z,9,210
MINI,John Cooper Works Convertible,Minicompact,2,4,AS8,Z,8.6,200
MINI,John Cooper Works Countryman ALL4,Mid-size,2,4,AS8,Z,9,210
Mitsubishi,Eclipse Cross 4WD,SUV: Small,1.5,4,AV8,X,9.3,216
Mitsubishi,Mirage,Compact,1.2,3,AV,X,6.2,143
Mitsubishi,Mirage,Compact,1.2,3,M5,X,6.5,151
Mitsubishi,Outlander 4WD,SUV: Small,2.5,4,AV8,X,8.9,208
Mitsubishi,RVR,SUV: Small,2,4,AV6,X,8.9,207
Mitsubishi,RVR 4WD,SUV: Small,2,4,AV6,X,9.1,213
Mitsubishi,RVR 4WD,SUV: Small,2.4,4,AV6,X,9.4,218
Nissan,Altima AWD,Mid-size,2.5,4,AV,X,7.9,187
Nissan,Altima AWD SR/Platinum,Mid-size,2.5,4,AV,X,8.1,191
Nissan,Armada 4WD,SUV: Standard,5.6,8,AS7,Z,15.4,362
Nissan,Frontier,Pickup truck: Standard,3.8,6,AS9,X,11.1,260
Nissan,Frontier 4WD,Pickup truck: Standard,3.8,6,AS9,X,11.6,273
Nissan,Frontier 4WD Pro-4X,Pickup truck: Standard,3.8,6,AS9,X,12,283
Nissan,GT-R,Subcompact,3.8,6,AM6,Z,12.8,300
Nissan,Kicks,Mid-size,1.6,4,AV,X,7.2,169
Nissan,Maxima,Mid-size,3.5,6,AV7,Z,9.9,233
Nissan,Murano AWD,Station wagon: Mid-size,3.5,6,AV7,X,10.4,245
Nissan,Pathfinder 4WD,SUV: Small,3.5,6,AS9,X,10.5,246
Nissan,Pathfinder 4WD Rock Creek,SUV: Small,3.5,6,AS9,Z,11.1,260
Nissan,Qashqai,Station wagon: Small,2,4,AV8,X,8,188
Nissan,Qashqai AWD,Station wagon: Small,2,4,AV8,X,8.3,196
Nissan,Rogue,SUV: Small,1.5,3,AV8,X,7.2,170
Nissan,Rogue,SUV: Small,2.5,4,AV8,X,8.1,190
Nissan,Rogue AWD,SUV: Small,1.5,3,AV8,X,7.6,179
Nissan,Rogue AWD SL/Platinum,SUV: Small,1.5,3,AV8,X,7.7,181
Nissan,Rogue AWD,SUV: Small,2.5,4,AV8,X,8.3,195
Nissan,Sentra,Mid-size,2,4,AV,X,7.1,167
Nissan,Sentra SR,Mid-size,2,4,AV,X,7.3,171
Nissan,Sentra,Mid-size,2,4,M6,X,7.9,185
Nissan,Sentra SR,Mid-size,2,4,M6,X,8.1,189
Nissan,Versa,Compact,1.6,4,AV,X,6.7,158
Nissan,Versa,Compact,1.6,4,M5,X,7.7,181
Nissan,Z,Two-seater,3,6,AS9,Z,10.6,249
Nissan,Z,Two-seater,3,6,M6,Z,11.9,280
Porsche,911 Carrera,Minicompact,3,6,AM8,Z,11.6,275
Porsche,911 Carrera Cabriolet,Minicompact,3,6,AM8,Z,11.6,275
Porsche,911 Carrera S,Minicompact,3,6,AM8,Z,11.7,274
Porsche,911 Carrera S,Minicompact,3,6,M7,Z,11.3,264
Porsche,911 Carrera S Cabriolet,Minicompact,3,6,AM8,Z,11.7,273
Porsche,911 Carrera S Cabriolet,Minicompact,3,6,M7,Z,11.8,275
Ram,1500 eTorque,Pickup truck: Standard,3.6,6,A8,X,10.8,253
Ram,1500 eTorque,Pickup truck: Standard,5.7,8,A8,X,11.7,275
Ram,1500 4X4 EcoDiesel,Pickup truck: Standard,3,6,A8,D,9.7,260
Ram,1500 4X4 eTorque,Pickup truck: Standard,3.6,6,A8,X,11,259
Ram,1500 4X4,Pickup truck: Standard,5.7,8,A8,X,13.8,325
Ram,1500 4X4 eTorque,Pickup truck: Standard,5.7,8,A8,X,12.1,284
Ram,1500 4X4 TRX,Pickup truck: Standard,6.2,8,A8,Z,19.8,465
Ram,1500 Classic,Pickup truck: Standard,3.6,6,A8,X,11.7,276
Ram,1500 Classic,Pickup truck: Standard,5.7,8,A8,X,13.8,322
Ram,1500 Classic 4X4,Pickup truck: Standard,3.6,6,A8,X,12.5,294
Ram,1500 Classic 4X4,Pickup truck: Standard,5.7,8,A8,X,14.1,330
Rolls-Royce,Cullinan,Station wagon: Mid-size,6.7,12,AS8,Z,16.6,389
Rolls-Royce,Cullinan Black Badge,Station wagon: Mid-size,6.7,12,AS8,Z,16.6,389
Rolls-Royce,Ghost,Full-size,6.7,12,AS8,Z,16.7,388
Rolls-Royce,Ghost Black Badge,Full-size,6.7,12,AS8,Z,16.7,388
Rolls-Royce,Ghost Extended,Full-size,6.7,12,AS8,Z,16.7,388
Rolls-Royce,Phantom,Full-size,6.7,12,AS8,Z,17,397
Rolls-Royce,Phantom Extended,Full-size,6.7,12,AS8,Z,17,397
Subaru,Ascent AWD,SUV: Standard,2.4,4,AV8,X,11,256
Subaru,BRZ,Minicompact,2.4,4,AS6,Z,9.5,224
Subaru,BRZ,Minicompact,2.4,4,M6,Z,10.5,247
Subaru,Crosstrek AWD,SUV: Small,2,4,AV8,X,7.9,184
Subaru,Crosstrek AWD,SUV: Small,2,4,M6,X,9.4,220
Subaru,Crosstrek AWD,SUV: Small,2.5,4,AV8,X,8,187
Subaru,Forester AWD,SUV: Small,2.5,4,AV7,X,8.2,192
Subaru,Forester Wilderness AWD,SUV: Small,2.5,4,AV8,X,9,210
Subaru,Impreza 5-Door AWD,Station wagon: Small,2,4,AV7,X,7.6,178
Subaru,Impreza 5-Door AWD,Station wagon: Small,2,4,M5,X,9,211
Subaru,Legacy AWD,Full-size,2.4,4,AV8,X,9,209
Subaru,Legacy AWD,Full-size,2.5,4,AV8,X,7.8,183
Subaru,Outback AWD,SUV: Small,2.4,4,AV8,X,9.5,221
Subaru,Outback AWD,SUV: Small,2.5,4,AV8,X,8.3,195
Subaru,Outback Wilderness AWD,SUV: Small,2.4,4,AV8,X,10.1,235
Subaru,WRX AWD,Mid-size,2.4,4,AV8,Z,11.2,262
Subaru,WRX AWD,Mid-size,2.4,4,M6,Z,10.8,254
Toyota,4Runner 4WD,SUV: Standard,4,6,AS5,X,13.8,323
Toyota,4Runner 4WD (Part-Time 4WD),SUV: Standard,4,6,AS5,X,13.8,320
Toyota,Camry SE,Mid-size,2.5,4,AS8,X,7.4,174
Toyota,Camry XSE V6/TRD,Mid-size,3.5,6,AS8,X,9.4,220
Toyota,Camry AWD SE,Mid-size,2.5,4,AS8,X,8.2,192
Toyota,Camry AWD XSE,Mid-size,2.5,4,AS8,X,8.4,195
Toyota,Camry Hybrid LE,Mid-size,2.5,4,AV6,X,4.9,113
Toyota,Camry Hybrid SE/XLE/XSE,Mid-size,2.5,4,AV6,X,5.1,121
Toyota,Corolla (1-mode),Compact,2,4,AV10,X,6.7,158
Toyota,Corolla (3-mode),Compact,2,4,AV10,X,6.8,160
Toyota,Corolla Hatchback,Compact,2,4,AV10,X,6.8,159
Toyota,Corolla Hybrid,Compact,1.8,4,AV,X,4.7,110
Toyota,Corolla Hybrid AWD (2-mode),Compact,1.8,4,AV,X,4.9,115
Toyota,Corolla Hybrid AWD (3-mode),Compact,1.8,4,AV,X,5.3,124
Toyota,Corolla Cross,SUV: Small,2,4,AV10,X,7.3,171
Toyota,Corolla Cross AWD,SUV: Small,2,4,AV10,X,7.8,182
Toyota,Corolla Cross Hybrid AWD,SUV: Small,2,4,AV6,X,5.6,130
Toyota,Crown AWD,Mid-size,2.4,4,AS6,X,7.8,182
Toyota,Crown AWD,Mid-size,2.5,4,AV,X,5.7,133
Toyota,GR Corolla,Subcompact,1.6,3,M6,Z,9.8,229
Toyota,GR Supra 2.0,Two-seater,2,4,AS8,Z,8.6,200
Toyota,GR Supra 3.0,Two-seater,3,6,AS8,Z,9.1,212
Toyota,GR Supra 3.0,Two-seater,3,6,M6,Z,10.9,255
Toyota,GR86,Minicompact,2.4,4,AS6,Z,9.6,225
Toyota,GR86,Minicompact,2.4,4,M6,Z,10.5,247
Toyota,Highlander AWD,SUV: Small,2.4,4,AS8,X,9.9,231
Toyota,Highlander Hybrid AWD,SUV: Standard,2.5,4,AV,X,6.7,158
Toyota,Highlander Hybrid AWD Limited/Platinum,SUV: Standard,2.5,4,AV,X,6.7,156
Toyota,Prius AWD,Mid-size,2,4,AV,X,4.8,111
Toyota,RAV4,SUV: Small,2.5,4,AS8,X,7.9,184
Toyota,RAV4 AWD,SUV: Small,2.5,4,AS8,X,8.5,199
Toyota,RAV4 AWD (Stop/Start),SUV: Small,2.5,4,AS8,X,8,187
Toyota,RAV4 AWD LE,SUV: Small,2.5,4,AS8,X,7.9,184
Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4,AV,X,6,141
Toyota,Sequoia 4WD,SUV: Standard,3.4,6,AS10,X,11.7,273
Toyota,Sienna,Minivan,2.5,4,AV,X,6.6,154
Toyota,Sienna AWD,Minivan,2.5,4,AV,X,6.7,158
Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,X,11.9,278
Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,M6,X,12.7,299
Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,Pickup truck: Small,3.5,6,M6,X,12.9,300
Toyota,Tundra,Pickup truck: Standard,3.4,6,AS10,X,11.8,277
Toyota,Tundra 4WD,Pickup truck: Standard,3.4,6,AS10,X,12.2,285
Toyota,Tundra 4WD TRD,Pickup truck: Standard,3.4,6,AS10,X,12.2,286
Toyota,Tundra Hybrid 4WD,Pickup truck: Standard,3.4,6,AS10,X,11.7,274
Toyota,Tundra Hybrid 4WD TRD PRO,Pickup truck: Standard,3.4,6,AS10,X,12.3,287
Toyota,Venza AWD,SUV: Small,2.5,4,AV,X,6.1,142
Volkswagen,Atlas,SUV: Small,2,4,AS8,X,10.2,240
Volkswagen,Atlas 4MOTION,SUV: Small,2,4,AS8,X,10.9,255
Volkswagen,Atlas 4MOTION,SUV: Small,3.6,6,AS8,X,11.9,279
Volkswagen,Atlas Cross Sport,SUV: Small,2,4,AS8,X,10.3,243
Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,2,4,AS8,X,10.9,256
Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,3.6,6,AS8,X,11.7,275
Volkswagen,Golf GTI,Compact,2,4,AM7,X,8.5,198
Volkswagen,Golf GTI,Compact,2,4,M6,X,8.8,205
Volkswagen,Golf R,Compact,2,4,A7,Z,9.1,213
Volkswagen,Golf R,Compact,2,4,M6,Z,10.2,237
Volkswagen,Jetta,Compact,1.5,4,AS8,X,6.8,159
Volkswagen,Jetta Comfortline/Highline,Compact,1.5,4,AS8,X,7.1,167
Volkswagen,Jetta,Compact,1.5,4,M6,X,7,165
Volkswagen,Jetta GLI,Compact,2,4,AM7,X,7.9,185
Volkswagen,Jetta GLI,Compact,2,4,M6,X,7.9,186
Volkswagen,Taos,SUV: Small,1.5,4,AS8,X,7.6,178
Volkswagen,Taos 4MOTION,SUV: Small,1.5,4,AM7,X,8.5,200
Volkswagen,Tiguan 4MOTION,SUV: Small,2,4,AS8,X,9.4,222
Volkswagen,Tiguan R-Line 4MOTION,SUV: Small,2,4,AS8,X,9.8,229
Volvo,S60 B5,Compact,2,4,AS8,Z,8,186
Volvo,S60 B5 AWD,Compact,2,4,AS8,Z,8.3,193
Volvo,S90 B6 AWD,Mid-size,2,4,AS8,Z,9,211
Volvo,V60 B6 AWD,Station wagon: Small,2,4,AS8,Z,9.1,212
Volvo,V60 CC B5 AWD,Station wagon: Small,2,4,AS8,Z,9,211
Volvo,V90 CC B6 AWD,Station wagon: Mid-size,2,4,AS8,Z,9.7,227
Volvo,XC40 B4 AWD,SUV: Small,2,4,AS8,Z,8.9,208
Volvo,XC40 B5 AWD,SUV: Small,2,4,AS8,Z,9.2,215
Volvo,XC60 B5 AWD,SUV: Small,2,4,AS8,Z,9.4,218
Volvo,XC60 B6 AWD,SUV: Small,2,4,AS8,Z,10,233
Volvo,XC90 B5 AWD,SUV: Standard,2,4,AS8,Z,9.6,223
Volvo,XC90 B6 AWD,SUV: Standard,2,4,AS8,Z,10.6,249
